,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
10,C25-CA4kZRBYa1yIEsrfLw,caffe-india-morristown,Caffe India,https://s3-media1.fl.yelpcdn.com/bphoto/WaH-M17WLWcImNQNOZz2wQ/o.jpg,False,https://www.yelp.com/biz/caffe-india-morristown?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,165,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'desserts', 'title': 'Desserts'}]",3.7,"{'latitude': 40.7989221, 'longitude': -74.4852487}","['pickup', 'delivery']",$$,"{'address1': '79 Washington St', 'address2': '', 'address3': '', 'city': 'Morristown', 'zip_code': '07960', 'country': 'US', 'state': 'NJ', 'display_address': ['79 Washington St', 'Morristown, NJ 07960']}",+19735397433,(973) 539-7433,10874.964215833841
11,H9XHNCsgobuhD3Mdpng62Q,the-spice-room-elmwood-park,The Spice Room,https://s3-media4.fl.yelpcdn.com/bphoto/uiBkj6AYyKl3UtmUwop5sA/o.jpg,False,https://www.yelp.com/biz/the-spice-room-elmwood-park?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,4,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'catering', 'title': 'Caterers'}]",4.8,"{'latitude': 40.92133036711218, 'longitude': -74.12926433820986}","['pickup', 'delivery']",,"{'address1': '430 Market St', 'address2': '430 St', 'address3': '', 'city': 'Elmwood Park', 'zip_code': '07407', 'country': 'US', 'state': 'NJ', 'display_address': ['430 Market St', '430 St', 'Elmwood Park, NJ 07407']}",+12012549267,(201) 254-9267,4753.995140052151
12,-W7VgS94bFBtxlj750rPWA,downtown-dhaba-westwood,Downtown Dhaba,https://s3-media4.fl.yelpcdn.com/bphoto/opqVfVBp4KJw-zgn_QzTow/o.jpg,False,https://www.yelp.com/biz/downtown-dhaba-westwood?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,367,"[{'alias': 'indpak', 'title': 'Indian'}]",4.6,"{'latitude': 40.9921873436783, 'longitude': -74.0320478943364}","['pickup', 'delivery']",$$,"{'address1': '266 Center Ave', 'address2': None, 'address3': '', 'city': 'Westwood', 'zip_code': '07675', 'country': 'US', 'state': 'NJ', 'display_address': ['266 Center Ave', 'Westwood, NJ 07675']}",+12016640123,(201) 664-0123,6673.636998681959
13,rNECIKe5x2i7R4niLhWJZg,moringa-indian-curry-house-tappan,Moringa Indian Curry House,https://s3-media1.fl.yelpcdn.com/bphoto/W277jLS6lwOVIz8Wh9Bpxw/o.jpg,False,https://www.yelp.com/biz/moringa-indian-curry-house-tappan?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,24,"[{'alias': 'indpak', 'title': 'Indian'}]",4.3,"{'latitude': 41.02231181659576, 'longitude': -73.95078077057158}","['pickup', 'delivery']",,"{'address1': '65 Old Tappan Rd', 'address2': '', 'address3': None, 'city': 'Tappan', 'zip_code': '10983', 'country': 'US', 'state': 'NY', 'display_address': ['65 Old Tappan Rd', 'Tappan, NY 10983']}",+18456806240,(845) 680-6240,13972.373833144815
14,PAV62mYxDmZnXW8xYOWSoQ,parathas-and-platters-hackensack,Parathas & Platters,https://s3-media2.fl.yelpcdn.com/bphoto/VpHkdfFe_1HmoioZl8rI2w/o.jpg,False,https://www.yelp.com/biz/parathas-and-platters-hackensack?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,21,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.4,"{'latitude': 40.88868244, 'longitude': -74.04043488}","['pickup', 'delivery']",,"{'address1': '329 Main St', 'address2': None, 'address3': '', 'city': 'Hackensack', 'zip_code': '07601', 'country': 'US', 'state': 'NJ', 'display_address': ['329 Main St', 'Hackensack, NJ 07601']}",+12012508255,(201) 250-8255,7331.619694205663
15,cxNFTHl5ZhkxYf5FutsXRw,nirvana-indian-kitchen-allendale,Nirvana Indian Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/Fkzga0fEVcxADKbsEKEDbQ/o.jpg,False,https://www.yelp.com/biz/nirvana-indian-kitchen-allendale?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,393,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'halal', 'title': 'Halal'}]",4.3,"{'latitude': 41.0281620500359, 'longitude': -74.127698368126}","['pickup', 'delivery']",$$,"{'address1': '29 W Allendale Ave', 'address2': None, 'address3': '', 'city': 'Allendale', 'zip_code': '07401', 'country': 'US', 'state': 'NJ', 'display_address': ['29 W Allendale Ave', 'Allendale, NJ 07401']}",+12018182300,(201) 818-2300,9840.372626129623
16,S2Jgo8dvZOypehJzMrQpbQ,veda-tenafly,Veda,https://s3-media1.fl.yelpcdn.com/bphoto/Ljs4SEWdNSroe5grgtGaBg/o.jpg,False,https://www.yelp.com/biz/veda-tenafly?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,132,"[{'alias': 'indpak', 'title': 'Indian'}]",4.5,"{'latitude': 40.92538333, 'longitude': -73.96363167}","['pickup', 'delivery']",$$,"{'address1': '2141 10 Jay St', 'address2': '', 'address3': None, 'city': 'Tenafly', 'zip_code': '07670', 'country': 'US', 'state': 'NJ', 'display_address': ['2141 10 Jay St', 'Tenafly, NJ 07670']}",+12013997789,(201) 399-7789,10316.906415030562
17,bSvQKCrNGiq72txf08QE8Q,bombaywala-and-co-paramus-3,Bombaywala & CO,https://s3-media2.fl.yelpcdn.com/bphoto/i1TFThlTmFJXX1kwFsLbfw/o.jpg,False,https://www.yelp.com/biz/bombaywala-and-co-paramus-3?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,71,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",3.0,"{'latitude': 40.94573744819063, 'longitude': -74.05091497531447}","['pickup', 'delivery']",,"{'address1': '440 Forest Ave', 'address2': None, 'address3': '', 'city': 'Paramus', 'zip_code': '07652', 'country': 'US', 'state': 'NJ', 'display_address': ['440 Forest Ave', 'Paramus, NJ 07652']}",+12014145859,(201) 414-5859,2719.654717774387
18,iFK9h-kNYbL6j6kRy3L6CQ,tabla-fine-indian-cuisine-ridgewood-2,Tabla Fine Indian Cuisine,https://s3-media4.fl.yelpcdn.com/bphoto/W-98a6aJiq2YSom5BBOgwg/o.jpg,False,https://www.yelp.com/biz/tabla-fine-indian-cuisine-ridgewood-2?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,231,"[{'alias': 'indpak', 'title': 'Indian'}]",4.5,"{'latitude': 40.97918, 'longitude': -74.12087}","['pickup', 'delivery']",$$,"{'address1': '16 S Broad St', 'address2': None, 'address3': None, 'city': 'Ridgewood', 'zip_code': '07450', 'country': 'US', 'state': 'NJ', 'display_address': ['16 S Broad St', 'Ridgewood, NJ 07450']}",+12014444055,(201) 444-4055,4834.253646617598
19,_HLttAGWRfbWJUmmjK0xxA,manjal-ridgewood,Manjal,https://s3-media4.fl.yelpcdn.com/bphoto/i6sELBsFHHycUTp2ypgivw/o.jpg,False,https://www.yelp.com/biz/manjal-ridgewood?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,108,"[{'alias': 'indpak', 'title': 'Indian'}]",4.3,"{'latitude': 40.9790513947864, 'longitude': -74.1228970088499}","['pickup', 'delivery']",$$,"{'address1': '37 Godwin Ave', 'address2': '', 'address3': None, 'city': 'Ridgewood', 'zip_code': '07450', 'country': 'US', 'state': 'NJ', 'display_address': ['37 Godwin Ave', 'Ridgewood, NJ 07450']}",+12018575754,(201) 857-5754,4935.140371705439
20,nLMECack5A2jR_lGBZmODw,benares-wyckoff,Benares,https://s3-media3.fl.yelpcdn.com/bphoto/D7GqreJv78RCXYUhQAES4w/o.jpg,False,https://www.yelp.com/biz/benares-wyckoff?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,129,"[{'alias': 'indpak', 'title': 'Indian'}]",4.3,"{'latitude': 41.011255463101634, 'longitude': -74.16743267266013}","['pickup', 'delivery']",,"{'address1': '327 Franklin Ave', 'address2': 'Ste 2051', 'address3': '', 'city': 'Wyckoff', 'zip_code': '07481', 'country': 'US', 'state': 'NJ', 'display_address': ['327 Franklin Ave', 'Ste 2051', 'Wyckoff, NJ 07481']}",+12019042222,(201) 904-2222,10105.729162362986
21,cH1j4MQhXPffQ8hZHHKH5g,essence-of-kesar-englewood-2,Essence Of Kesar,https://s3-media2.fl.yelpcdn.com/bphoto/LJmULURyMYgTinCWqm0vEA/o.jpg,False,https://www.yelp.com/biz/essence-of-kesar-englewood-2?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,32,"[{'alias': 'indpak', 'title': 'Indian'}]",4.4,"{'latitude': 40.893118400000056, 'longitude': -73.97407327055224}",[],,"{'address1': '34 E Palisade Ave', 'address2': '', 'address3': None, 'city': 'Englewood', 'zip_code': '07631', 'country': 'US', 'state': 'NJ', 'display_address': ['34 E Palisade Ave', 'Englewood, NJ 07631']}",+12013000331,(201) 300-0331,10914.476885436094
23,_RmV0tpSELJYpTE777kGnA,manjal-indian-cuisine-fair-lawn-2,Manjal Indian Cuisine,https://s3-media1.fl.yelpcdn.com/bphoto/4wb8TJoS1DRd-ARNpeT3ng/o.jpg,False,https://www.yelp.com/biz/manjal-indian-cuisine-fair-lawn-2?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,173,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.2,"{'latitude': 40.945074, 'longitude': -74.147276}","['pickup', 'delivery']",$$,"{'address1': '95 Lincoln Ave', 'address2': '', 'address3': None, 'city': 'Fair Lawn', 'zip_code': '07410', 'country': 'US', 'state': 'NJ', 'display_address': ['95 Lincoln Ave', 'Fair Lawn, NJ 07410']}",+19733041565,(973) 304-1565,5375.830596648059
24,3upUdHYaOuFgLZfYqPv9Qw,kashan-indian-kitchen-and-bar-clifton,Kashan Indian Kitchen & Bar,https://s3-media2.fl.yelpcdn.com/bphoto/chzB3kWfOQopKiBPdfa3Rg/o.jpg,False,https://www.yelp.com/biz/kashan-indian-kitchen-and-bar-clifton?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,4,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.8,"{'latitude': 40.845908, 'longitude': -74.160317}","['pickup', 'delivery']",,"{'address1': '50 Market St', 'address2': None, 'address3': '', 'city': 'Clifton', 'zip_code': '07012', 'country': 'US', 'state': 'NJ', 'display_address': ['50 Market St', 'Clifton, NJ 07012']}",+19734723663,(973) 472-3663,12895.94857453756
25,flu3OkFx98J5wjFwztu7sA,turmeric-indian-bistro-ridgewood,Turmeric Indian Bistro,https://s3-media1.fl.yelpcdn.com/bphoto/X2zGOdIG8fNVe5fEzX43dA/o.jpg,False,https://www.yelp.com/biz/turmeric-indian-bistro-ridgewood?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,132,"[{'alias': 'indpak', 'title': 'Indian'}]",4.4,"{'latitude': 40.98093, 'longitude': -74.118526}","['pickup', 'delivery']",,"{'address1': '34 Franklin Ave', 'address2': '', 'address3': None, 'city': 'Ridgewood', 'zip_code': '07450', 'country': 'US', 'state': 'NJ', 'display_address': ['34 Franklin Ave', 'Ridgewood, NJ 07450']}",+12015748777,(201) 574-8777,4858.783136075408
26,EhTt1c9uMd2C_O4ZJZ5Lcw,subzi-bazaar-rochelle-park,Subzi Bazaar,https://s3-media2.fl.yelpcdn.com/bphoto/oYqu0ubhAEet3M9qpKEHeg/o.jpg,False,https://www.yelp.com/biz/subzi-bazaar-rochelle-park?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,36,"[{'alias': 'importedfood', 'title': 'Imported Food'}, {'alias': 'indpak', 'title': 'Indian'}]",3.0,"{'latitude': 40.905409, 'longitude': -74.071268}","['pickup', 'delivery']",$$,"{'address1': '194 Route 17 N', 'address2': '', 'address3': '', 'city': 'Rochelle Park', 'zip_code': '07652', 'country': 'US', 'state': 'NJ', 'display_address': ['194 Route 17 N', 'Rochelle Park, NJ 07652']}",+12018807773,(201) 880-7773,4653.371471145096
27,Y6Q4uhE-GsP2iykSW9oJPw,rudra-indian-bistro-teaneck,Rudra Indian Bistro,https://s3-media4.fl.yelpcdn.com/bphoto/KSNHYx_u5r7cHWuwhC-71w/o.jpg,False,https://www.yelp.com/biz/rudra-indian-bistro-teaneck?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,125,"[{'alias': 'indpak', 'title': 'Indian'}]",4.4,"{'latitude': 40.89044, 'longitude': -74.02528}","['pickup', 'delivery']",$$,"{'address1': '561 Cedar Ln', 'address2': None, 'address3': '', 'city': 'Teaneck', 'zip_code': '07666', 'country': 'US', 'state': 'NJ', 'display_address': ['561 Cedar Ln', 'Teaneck, NJ 07666']}",+12015307575,(201) 530-7575,7891.182832616453
28,x29qdIf3WPKmayhPzUFzsQ,delhi-accent-innovative-indian-dining-ridgewood-3,Delhi Accent Innovative Indian Dining,https://s3-media2.fl.yelpcdn.com/bphoto/nQENWuSATSuKXM-BB13p0g/o.jpg,False,https://www.yelp.com/biz/delhi-accent-innovative-indian-dining-ridgewood-3?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,173,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'catering', 'title': 'Caterers'}]",4.2,"{'latitude': 40.98041, 'longitude': -74.11888}","['pickup', 'delivery']",$$,"{'address1': '37 Chestnut St', 'address2': '', 'address3': None, 'city': 'Ridgewood', 'zip_code': '07450', 'country': 'US', 'state': 'NJ', 'display_address': ['37 Chestnut St', 'Ridgewood, NJ 07450']}",+12014444910,(201) 444-4910,4841.485144541994
29,C0Lc2YhiekSUsi65aSrHkw,bukhara-grill-indian-spice-rave-ridgewood-2,Bukhara Grill Indian Spice Rave,https://s3-media4.fl.yelpcdn.com/bphoto/Qph-7dpE2rCL6C9S_H6QjQ/o.jpg,False,https://www.yelp.com/biz/bukhara-grill-indian-spice-rave-ridgewood-2?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,17,"[{'alias': 'catering', 'title': 'Caterers'}, {'alias': 'indpak', 'title': 'Indian'}]",4.2,"{'latitude': 40.980415, 'longitude': -74.118902}",['delivery'],,"{'address1': '37 Chestnut St', 'address2': None, 'address3': '', 'city': 'Ridgewood', 'zip_code': '07450', 'country': 'US', 'state': 'NJ', 'display_address': ['37 Chestnut St', 'Ridgewood, NJ 07450']}",+12014444910,(201) 444-4910,4841.485144542549
30,17hj-J-E7UFki3Brshu0lQ,taste-of-india-teaneck-2,Taste of India,https://s3-media1.fl.yelpcdn.com/bphoto/TK-YhCm4aoe_RaKFS93XhA/o.jpg,False,https://www.yelp.com/biz/taste-of-india-teaneck-2?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,88,"[{'alias': 'indpak', 'title': 'Indian'}]",4.0,"{'latitude': 40.88572146, 'longitude': -74.01248005}","['pickup', 'delivery']",$$,"{'address1': '166 Cedar Ln', 'address2': None, 'address3': '', 'city': 'Teaneck', 'zip_code': '07666', 'country': 'US', 'state': 'NJ', 'display_address': ['166 Cedar Ln', 'Teaneck, NJ 07666']}",+12016923222,(201) 692-3222,8984.152657894932
31,UxfGwHayDA6edmGoRCFCPA,bombay-hut-waldwick,Bombay Hut,https://s3-media1.fl.yelpcdn.com/bphoto/WeTFcESytPCeOGBxp1CcUA/o.jpg,False,https://www.yelp.com/biz/bombay-hut-waldwick?adjust_creative=istl9jgw2i0Hp64EIdomvQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=istl9jgw2i0Hp64EIdomvQ,221,"[{'alias': 'indpak', 'title': 'Indian'}]",4.2,"{'latitude': 41.010727, 'longitude': -74.118337}","['pickup', 'delivery']",$$,"{'address1': '18A E Prospect St', 'address2': '', 'address3': '', 'city': 'Waldwick', 'zip_code': '07463', 'country': 'US', 'state': 'NJ', 'display_address': ['18A E Prospect St', 'Waldwick, NJ 07463']}",+12018573266,(201) 857-3266,7748.666098496071
